,Country,Ranking,Year,Total,Antidiscrimination Legislation,Marriage / Civil Partnership,Adoption Allowed,LGBT Marketing,Equal Age of Consent,Religious Influence,HIV Travel Restrictions,Anti-Gay Laws,Homosexuality Illegal,Pride Banned,Locals Hostile,Prosecution,Murders,Death Sentence,Trans Gender Rights,Intersex / 3rd Option,Conversion Therapy
524,Rwanda,110,2019,-4,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,-1,0,0
525,Samoa,110,2019,-4,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,1,0,0
526,Sri Lanka,110,2019,-4,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,1,0,0
527,Suriname,110,2019,-4,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0
528,Syria,110,2019,-4,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,1,0,0
529,Tajikistan,110,2019,-4,0,0,0,0,1,-2,0,-1,0,0,-2,-1,0,0,1,0,0
530,Turkey,110,2019,-4,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,-1,0,1,0,0
531,Antigua & Barbuda,122,2019,-5,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,0
532,Azerbaijan,122,2019,-5,0,0,0,0,1,-1,0,-1,0,-1,-1,-2,0,0,0,0,0
533,Bahamas,122,2019,-5,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,1,0,0
534,Barbados,122,2019,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,0,0
535,Dem. Rep. of Congo,122,2019,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
536,Equatorial Guinea,122,2019,-5,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,-1,0,0
537,Guatemala,122,2019,-5,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,-1,0,0
538,Jordan,122,2019,-5,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,-1,0,0
539,Korea South,122,2019,-5,0,0,0,0,1,-2,-1,-1,0,0,-1,-1,0,0,0,0,0
540,Madagascar,122,2019,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,0,0,0
541,Mozambique,41,2019,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
542,Nepal,41,2019,3,3,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
543,Taiwan,41,2019,3,2,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0
544,Bermuda,47,2019,2,1,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
545,Bosnia-Herzegovina,47,2019,2,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,1,0,0
546,Chile,47,2019,2,1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,2,0,0
547,Costa Rica,47,2019,2,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
548,Croatia,47,2019,2,2,1,0,0,1,-1,0,-1,0,0,-1,0,0,0,1,0,0
549,Cuba,47,2019,2,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0
550,Macao,47,2019,2,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
551,Seychelles,47,2019,2,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
552,Thailand,47,2019,2,2,1,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0
553,USA,47,2019,2,1,2,2,0,1,-1,0,0,0,0,-1,0,-1,0,-1,0,0
554,Cambodia,57,2019,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
555,Cyprus,57,2019,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
556,El Salvador,57,2019,1,2,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,1,0,0
557,Greece,57,2019,1,1,1,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0
558,Hungary,57,2019,1,2,1,0,0,1,0,0,-1,0,0,-1,0,0,0,-1,0,0
559,India,57,2019,1,1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,1,0,0
560,Lithuania,57,2019,1,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,1,0,0
561,Mexico,57,2019,1,1,1,2,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
562,Mongolia,57,2019,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
563,Panama,57,2019,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,1,0,0
564,US Virgin Islands,57,2019,1,1,2,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0
565,Albania,68,2019,0,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,-1,0,0
566,Aruba,68,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
567,Benin,68,2019,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
568,Brazil,68,2019,0,1,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,-2,0,0
569,Bulgaria,68,2019,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
570,China incl. Hong Kong,68,2019,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
571,Curacao,68,2019,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
572,Japan,68,2019,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
573,Kosovo,68,2019,0,3,0,0,0,1,-2,0,0,0,1,-2,0,0,0,-1,0,0
574,Latvia,68,2019,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0
575,Monaco,68,2019,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
576,Montenegro,68,2019,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
577,Serbia,68,2019,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
578,St. Maarten,68,2019,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
579,Vietnam,68,2019,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
580,Botswana,83,2019,-1,2,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,1,0,0
581,British US Virgin Islands,83,2019,-1,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,-1,0,0
582,Guinea-Bissau,83,2019,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
583,Kazakhstan,83,2019,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0
584,Laos,83,2019,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
585,Canada,1,2019,10,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
586,Portugal,1,2019,10,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
587,Sweden,1,2019,10,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
588,Austria,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
589,Belgium,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
590,Denmark,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
591,Finland,4,2019,9,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
592,Iceland,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
593,Luxembourg,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
594,Malta,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
595,Netherlands,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
596,New Zealand,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
597,Norway,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
598,Reunion,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
599,Spain,4,2019,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
600,United Kingdom,4,2019,9,3,2,2,0,1,-1,0,0,0,0,0,0,0,0,2,0,0
601,France,17,2019,8,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,2,0,0
602,Gibraltar,17,2019,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
603,Greenland,17,2019,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
604,Ireland,17,2019,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
605,Switzerland,17,2019,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
606,Uruguay,17,2019,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
607,Colombia,23,2019,7,2,2,2,0,1,0,0,0,0,0,0,0,-1,0,1,0,0
608,French Polynesia,23,2019,7,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,1,0,0
609,Germany,23,2019,7,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
610,Israel,23,2019,7,2,1,2,0,1,-1,0,0,0,0,0,0,0,0,2,0,0
611,New Caledonia,23,2019,7,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
612,Andorra,28,2019,6,3,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
613,Argentina,28,2019,6,1,2,2,0,1,-1,0,0,0,0,0,0,-1,0,2,0,0
614,Australia,28,2019,6,1,2,1,0,1,0,-1,0,0,0,0,0,0,0,2,0,0
615,Guadeloupe,28,2019,6,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
616,Martinique,28,2019,6,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
617,Slovenia,28,2019,6,3,2,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
618,South Africa,28,2019,6,3,2,2,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0
619,Czech Republic,35,2019,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,Estonia,35,2019,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
621,Guam,35,2019,5,1,2,0,0,1,0,0,0,0,0,-1,0,0,0,2,0,0
622,Puerto Rico,35,2019,5,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,2,0,0
623,Liechtenstein,39,2019,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624,Slovakia,39,2019,4,2,1,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
625,Bolivia,41,2019,3,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,2,0,0
626,Ecuador,41,2019,3,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,1,0,0
627,Italy,41,2019,3,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0
628,Pakistan,122,2019,-5,1,0,0,0,0,-2,0,-1,-1,0,-1,-1,-1,0,1,0,0
629,Republic of the Congo,122,2019,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
630,Trinidad & Tobago,122,2019,-5,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,0,-1,0,0
631,Tunisia,122,2019,-5,0,0,0,0,1,-1,0,-1,-1,0,-1,0,-1,0,-1,0,0
632,Vatican City,122,2019,-5,0,0,0,0,0,-2,0,-1,0,0,0,-1,0,0,-1,0,0
633,Bahrain,137,2019,-6,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,-1,0,0
634,Belarus,137,2019,-6,0,0,0,0,1,-1,-1,-1,0,-1,-2,-2,0,0,1,0,0
635,Burundi,137,2019,-6,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
636,Grenada,137,2019,-6,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
637,Guyana,137,2019,-6,0,0,0,0,0,-2,0,-1,-1,1,-1,-1,-1,0,0,0,0
638,Ivory Coast,137,2019,-6,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,-1,0,0
639,Oman,137,2019,-6,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0
640,Paraguay,137,2019,-6,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,-1,0,0
641,Sierra Leone,137,2019,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,-1,0,0
642,Bangladesh,146,2019,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-1,0,1,0,0
643,Bhutan,146,2019,-7,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,-1,0,0
644,Brunei,146,2019,-7,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,-1,0,0
645,Central African Republic,146,2019,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,0,0
646,Djibouti,146,2019,-7,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,-1,0,0
647,Dominican Republic,146,2019,-7,0,0,0,0,0,-2,-1,-1,0,0,-1,0,-2,0,0,0,0
648,Ghana,146,2019,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,0,0
649,Iraq,146,2019,-7,0,0,0,0,0,-2,-1,0,0,0,-2,0,-1,0,-1,0,0
650,Kenya,146,2019,-7,0,0,0,0,-1,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
651,Liberia,146,2019,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,0,0
652,Nigeria,146,2019,-7,0,0,0,0,0,0,0,-1,-1,0,-2,-2,0,0,-1,0,0
653,Togo,146,2019,-7,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,-1,0,0
654,Tonga,146,2019,-7,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,-1,0,0
655,Chad,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
656,Comoros Islands,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
657,Cook Islands,159,2019,-8,-1,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
658,Dominica,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
659,Eritrea,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
660,Ethiopia,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
661,Gambia,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
662,Haiti,159,2019,-8,0,0,0,0,1,-2,0,-1,0,-1,-2,0,-2,0,-1,0,0
664,Jamaica,159,2019,-8,0,0,0,0,0,-1,0,-1,-1,1,-2,-1,-2,0,-1,0,0
665,Maldives,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
666,Mauritania,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,-1,0,0
667,Morocco,159,2019,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-1,0,-1,0,0
668,Papua New Guinea,159,2019,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,-1,0,0
669,Russia,159,2019,-8,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,1,0,0
670,Senegal,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
671,Solomon Islands,159,2019,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,-1,0,0
672,Lebanon,104,2015,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
673,Liberia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
674,Libya,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
675,Liechtenstein,40,2015,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
676,Lithuania,77,2015,-1,2,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0
677,Luxembourg,9,2015,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
678,Macao,43,2015,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
679,Macedonia,77,2015,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
680,Madagascar,122,2015,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,0,0,0
681,Malawi,176,2015,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,0,0,0
682,Malaysia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
683,Maldives,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
684,Malta,22,2015,4,1,1,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
685,Martinique,18,2015,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
686,Mauritania,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,0,0,0
687,Mauritius,122,2015,-5,0,0,0,0,1,-1,0,-1,-1,0,-1,-2,0,0,0,0,0
688,Mexico,55,2015,0,1,0,1,1,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
689,Moldova,77,2015,-1,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0
690,Monaco,77,2015,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
691,Mongolia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
692,Montenegro,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
693,Morocco,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
694,Myanmar,96,2015,-3,0,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,0,0,0
695,Namibia,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
696,Nepal,90,2015,-2,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,0,0,0
697,Netherlands,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
698,New Caledonia,14,2015,6,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
699,New Zealand,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
700,Nicaragua,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
701,Nigeria,141,2015,-6,0,0,0,0,0,0,0,-1,-1,0,-2,-1,0,-1,0,0,0
702,Norway,9,2015,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
703,Oman,122,2015,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0
704,Pakistan,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
705,Panama,104,2015,-4,0,0,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0
706,Papua New Guinea,161,2015,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
707,Paraguay,122,2015,-5,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,0,0,0
708,Peru,141,2015,-6,0,0,0,0,1,-2,0,-1,0,0,-2,0,-2,0,0,0,0
709,Philippines,55,2015,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
710,Poland,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
711,Portugal,22,2015,4,3,2,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
712,Puerto Rico,77,2015,-1,2,0,0,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
713,Qatar,176,2015,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,0,0,0
714,Republic of the Congo,122,2015,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
715,Reunion,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
716,Romania,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
717,Russia,183,2015,-9,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,0,0,0
718,Rwanda,96,2015,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
719,St. Maarten,22,2015,4,2,2,2,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
720,Samoa,122,2015,-5,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,0,0,0
721,San Marino,77,2015,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0
722,Saudi Arabia,191,2015,-12,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,-5,0,0,0
723,Senegal,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
724,Serbia,77,2015,-1,2,0,0,0,1,-1,0,0,0,-1,-2,0,0,0,0,0,0
725,Seychelles,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,0,0,0
726,Sierra Leone,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,0,0,0
727,Singapore,96,2015,-3,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,0,0,0,0
728,Slovakia,43,2015,1,2,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0
729,Slovenia,22,2015,4,3,1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
730,Solomon Islands,161,2015,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
731,Somalia,194,2015,-14,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,0,0,0
732,South Africa,22,2015,4,3,2,2,0,0,0,0,0,0,0,-1,0,-2,0,0,0,0
733,Spain,9,2015,7,2,2,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
734,Sri Lanka,104,2015,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0
735,Sudan,176,2015,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,-1,0,0,0
736,Suriname,104,2015,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0
737,Swaziland,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
738,Sweden,1,2015,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
739,Switzerland,18,2015,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
740,Syria,122,2015,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0
741,Taiwan,43,2015,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
742,Tajikistan,104,2015,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,0,0,0
743,Tanzania,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
744,Thailand,43,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
745,Togo,141,2015,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
746,Tonga,141,2015,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,0,0
747,Trinidad & Tobago,104,2015,-4,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0
748,Tunisia,96,2015,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0
749,Turkey,122,2015,-5,0,0,0,0,1,-1,0,-1,0,0,-1,-1,-2,0,0,0,0
750,Turkmenistan,161,2015,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
751,Uganda,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
752,Ukraine,90,2015,-2,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0
753,United Arab Emirates,192,2015,-13,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-5,0,0,0
754,United Kingdom,1,2015,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
755,Uruguay,14,2015,6,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
756,USA,43,2015,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
757,Uzbekistan,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
758,Vanuatu,90,2015,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
759,Vatican City,176,2015,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-2,0,0,0,0,0
760,Venezuela,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
761,Vietnam,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
762,US Virgin Islands,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
763,Yemen,190,2015,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,-2,-1,0,0,0
764,Zambia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
765,Zimbabwe,176,2015,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,0,0,0
766,Sweden,1,2016,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
767,United Kingdom,1,2016,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
768,Iceland,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
769,Netherlands,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
770,Belgium,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
771,France,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
772,Canada,3,2016,8,3,2,2,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
773,Denmark,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
774,Reunion,3,2016,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
775,Ireland,10,2016,7,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776,Norway,10,2016,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
777,Spain,10,2016,7,2,2,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
778,Finland,10,2016,7,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
779,Luxembourg,10,2016,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
780,Uruguay,10,2016,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
781,Andorra,10,2016,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
782,Portugal,10,2016,7,3,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
783,Malta,18,2016,6,2,1,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
784,Germany,18,2016,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
785,Austria,18,2016,6,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
786,French Polynesia,18,2016,6,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
787,New Caledonia,18,2016,6,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
788,Switzerland,23,2016,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
789,Brazil,23,2016,5,1,2,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
